OBJECTID,GNISID,NAME,CLASS,STATE,FIPSST,COUNTYNAME,FIPSCO,LATITUDE,LONGITUDE,ELEV_METER,ELEV_FEET,TOPOMAP,DATE_CREAT,DATE_EDITE
"114473",1305351.00000000000,Boonshill,Populated Place,TN,"47",Lincoln,"103",35.21257940000,-86.74194360000,"216","709",Boonshill,05/19/1980,
"113880",1296783.00000000000,Park Grove,Populated Place,TN,"47",Lawrence,"099",35.31174560000,-87.37307210000,"294","965",Ethridge,05/19/1980,
"126283",1315883.00000000000,Screamer,Populated Place,TN,"47",Maury,"119",35.44396520000,-87.15973170000,"265","869",Sandy Hook,05/19/1980,
"119382",1314831.00000000000,Chestnut Ridge,Populated Place,TN,"47",Lincoln,"103",35.33479900000,-86.53832820000,"348","1142",Belleville,05/19/1980,
"128204",1313066.00000000000,Glaze,Populated Place,TN,"47",Rutherford,"149",35.86256530000,-86.42138110000,"174","571",Murfreesboro,03/01/1990,
"128536",1313140.00000000000,Paschal Estates,Populated Place,TN,"47",Rutherford,"149",35.84562100000,-86.46777010000,"185","607",Murfreesboro,03/01/1990,
"115469",1314320.00000000000,Spivey,Populated Place,TN,"47",Macon,"111",36.59533350000,-85.82720050000,"285","935",Red Boiling Springs,05/19/1980,
"116465",1303234.00000000000,Cherokee Village,Populated Place,TN,"47",Sullivan,"163",36.55510070000,-82.55904090000,"364","1194",Kingsport,08/01/1991,
"116133",1303185.00000000000,Matuta (historical),Populated Place,TN,"47",Washington,"179",36.25760460000,-82.59570530000,"439","1440",Leesburg,08/01/1991,
"114544",1299326.00000000000,Richard City,Populated Place,TN,"47",Marion,"115",34.99424750000,-85.72497140000,"194","636",Bridgeport,05/19/1980,
"114805",1305567.00000000000,Butler,Populated Place,TN,"47",Johnson,"091",36.35345060000,-82.03234430000,"611","2005",Watauga Dam,05/19/1980,08/29/2019
"111556",1283436.00000000000,Eastview,Populated Place,TN,"47",McNairy,"109",35.07564080000,-88.54532500000,"159","522",Guys,05/19/1980,03/20/2008
"115208",1306325.00000000000,Dellrose,Populated Place,TN,"47",Lincoln,"103",35.11313760000,-86.80139000000,"205","673",Dellrose,05/19/1980,
"115137",1295962.00000000000,Northpoint,Populated Place,TN,"47",Monroe,"123",35.62229670000,-84.47798500000,"348","1142",Sweetwater,05/19/1980,
"116797",1308070.00000000000,Westmoreland Heights,Populated Place,TN,"47",Blount,"009",35.70647110000,-84.02212810000,"336","1102",Binfield,05/01/1989,
"118386",1309611.00000000000,Vancouver (historical),Populated Place,TN,"47",Loudon,"105",35.87368890000,-84.26519820000,"245","804",Lenoir City,06/01/1989,
"149761",1647632.00000000000,Chestnut Glade,Populated Place,TN,"47",Weakley,"183",36.44811650000,-88.77505670000,"130","427",McConnell,12/01/1989,
"120710",1315107.00000000000,Gentry,Populated Place,TN,"47",Putnam,"141",36.18144890000,-85.74609370000,"313","1027",Baxter,05/19/1980,
"110963",1281827.00000000000,Cumberland Estates,Populated Place,TN,"47",Knox,"093",35.98397000000,-84.01268800000,"322","1056",Bearden,05/19/1980,
"115801",1314342.00000000000,Stokes Mill,Populated Place,TN,"47",Anderson,"001",36.18035700000,-83.97741400000,"297","974",Big Ridge Park,05/19/1980,
"114876",1306195.00000000000,Cross Plains,Populated Place,TN,"47",Robertson,"147",36.54865510000,-86.69610710000,"227","745",Orlinda,05/19/1980,03/20/2008
"121042",1315129.00000000000,Goin,Populated Place,TN,"47",Claiborne,"025",36.42341360000,-83.72213430000,"425","1394",Clouds,05/19/1980,
"119121",1314791.00000000000,Canadaville,Populated Place,TN,"47",Fayette,"047",35.15231120000,-89.59369030000,"121","397",Oakland,05/19/1980,
"115563",1300964.00000000000,Scotts Hill,Populated Place,TN,"47",Decatur,"039",35.51507290000,-88.24531580000,"158","518",Scotts Hill,05/19/1980,05/12/2008
"114567",1299490.00000000000,River Heights,Populated Place,TN,"47",Hardin,"071",35.22008150000,-88.31309450000,"130","427",Pittsburg Landing,05/19/1980,
"111579",1283594.00000000000,Elbethel,Populated Place,TN,"47",Bedford,"003",35.51840460000,-86.50666090000,"222","728",Unionville,05/19/1980,
"126260",1315859.00000000000,Saint Andrews,Populated Place,TN,"47",Franklin,"051",35.21119250000,-85.89247770000,"592","1942",Sewanee,05/19/1980,
"125264",1315747.00000000000,Pocahontas,Populated Place,TN,"47",Coffee,"031",35.63729500000,-86.04526640000,"327","1073",Hollow Springs,05/19/1980,
"121944",1311341.00000000000,Bluffpoint (historical),Populated Place,TN,"47",Hickman,"081",35.75617950000,-87.32390020000,"213","699",Littlelot,10/01/1989,
"115114",1295667.00000000000,New Zion,Populated Place,TN,"47",Macon,"111",36.56976840000,-86.17332030000,"287","942",Westmoreland,05/19/1980,
"121397",1311109.00000000000,Olive Branch,Populated Place,TN,"47",Lauderdale,"097",35.73480010000,-89.67452310000,"98","322",Fort Pillow,09/01/1989,
"126924",1312788.00000000000,Springcrest,Populated Place,TN,"47",Hamilton,"065",35.20062540000,-85.21162400000,"251","823",Daisy,02/01/1990,
"112575",1276415.00000000000,Barton Mill,Populated Place,TN,"47",McMinn,"107",35.51924000000,-84.60937980000,"265","869",Niota,05/19/1980,
"116774",1308023.00000000000,Springfield,Populated Place,TN,"47",Blount,"009",35.77119470000,-83.93601370000,"319","1047",Maryville,05/01/1989,
"116110",1303077.00000000000,Bemberg,Populated Place,TN,"47",Carter,"019",36.33621840000,-82.24152270000,"482","1581",Elizabethton,08/01/1991,
"114450",1305100.00000000000,Belvins,Populated Place,TN,"47",Hawkins,"073",36.46148400000,-82.93599760000,"373","1224",Burem,05/19/1980,
"117106",1303407.00000000000,Windy Hill,Populated Place,TN,"47",Sullivan,"163",36.52593660000,-82.25930220000,"456","1496",Blountville,08/01/1991,
"114118",1298387.00000000000,Powder Springs,Populated Place,TN,"47",Grainger,"057",36.25369450000,-83.66962830000,"371","1217",Powder Springs,05/19/1980,
"114782",1313578.00000000000,Greenlawn,Populated Place,TN,"47",Shelby,"157",35.09509080000,-89.83341960000,"101","331",Germantown,07/01/1990,
"112243",1284495.00000000000,Flippin,Populated Place,TN,"47",Lauderdale,"097",35.78729870000,-89.49285200000,"110","361",Gates,05/19/1980,
"114899",1295303.00000000000,Needmore,Populated Place,TN,"47",McNairy,"109",35.07591810000,-88.45782250000,"150","492",Michie,05/19/1980,
"113903",1278435.00000000000,Broadview,Populated Place,TN,"47",Franklin,"051",35.18591660000,-86.19943180000,"294","965",Belvidere,05/19/1980,
"123604",1315463.00000000000,Marble Hill,Populated Place,TN,"47",Moore,"127",35.20341580000,-86.32332380000,"241","791",Lois,05/19/1980,
"121065",1315154.00000000000,Greenbrier,Populated Place,TN,"47",Williamson,"187",35.84506630000,-87.14167380000,"256","840",Primm Springs,05/19/1980,
"113454",1277813.00000000000,Blue Springs Resort,Populated Place,TN,"47",Roane,"145",35.73646150000,-84.66743830000,"229","751",Ten Mile,05/19/1980,
"115446",1314294.00000000000,Silvertop,Populated Place,TN,"47",Houston,"083",36.20589070000,-87.65835210000,"161","528",Woolworth,05/19/1980,
"115895",1302943.00000000000,Pinedale,Populated Place,TN,"47",Cumberland,"035",35.92367760000,-85.18746470000,"521","1709",Pleasant Hill,08/01/1991,
"115231",1306624.00000000000,Joelton,Populated Place,TN,"47",Davidson,"037",36.31310760000,-86.86527720000,"256","840",Whites Creek,05/19/1980,
"149074",1647492.00000000000,Terry Creek,Populated Place,TN,"47",Campbell,"013",36.43869100000,-84.31159970000,"371","1217",Pioneer,10/01/1989,
"118340",1314673.00000000000,Bethlehem,Populated Place,TN,"47",Hardin,"071",35.30174440000,-88.03252980000,"153","502",Olivehill,05/19/1980,
"125665",1315794.00000000000,Red Oak,Populated Place,TN,"47",Lincoln,"103",35.24396760000,-86.80888990000,"222","728",Frankewing,05/19/1980,
"147723",1643994.00000000000,Forest Hill (historical),Populated Place,TN,"47",Giles,"055",35.32146640000,-86.97111640000,"240","787",Brick Church,07/01/1989,
"119668",1314899.00000000000,Cowden,Populated Place,TN,"47",Marshall,"117",35.51479420000,-86.77166580000,"209","686",Verona,05/19/1980,
"112266",1284651.00000000000,Forrest Park,Populated Place,TN,"47",Coffee,"031",35.35507930000,-86.19221140000,"326","1070",Tullahoma,05/19/1980,
"149051",1647452.00000000000,Lusk,Populated Place,TN,"47",Bledsoe,"007",35.50145560000,-85.29857530000,"243","797",Brockdell,09/01/1989,
"148719",1647405.00000000000,Towering Heights,Populated Place,TN,"47",Tipton,"167",35.48286030000,-89.94480900000,"129","423",Drummonds,09/01/1989,
"112767",1291295.00000000000,Limestone,Populated Place,TN,"47",Washington,"179",36.22816010000,-82.63042770000,"427","1401",Chuckey,05/19/1980,
"113926",1278998.00000000000,Buncombe,Populated Place,TN,"47",Sullivan,"163",36.51176970000,-82.31708290000,"462","1516",Blountville,05/19/1980,
"117083",1303326.00000000000,Lella (historical),Populated Place,TN,"47",Sullivan,"163",36.48982540000,-82.32069390000,"415","1362",Bluff City,08/01/1991,
"115586",1301197.00000000000,Shady Valley,Populated Place,TN,"47",Johnson,"091",36.51928200000,-81.92789860000,"847","2779",Shady Valley,05/19/1980,
"112598",1276949.00000000000,Bella Vista Acres,Populated Place,TN,"47",Hamilton,"065",35.02424120000,-85.16106420000,"215","705",East Chattanooga,05/19/1980,
"126661",1312662.00000000000,Garden Farms,Populated Place,TN,"47",Hamilton,"065",35.19312600000,-85.18467850000,"214","702",Daisy,01/01/1990,
"116087",1307877.00000000000,Rolling Hills,Populated Place,TN,"47",Bradley,"011",35.19868420000,-84.90411300000,"229","751",South Cleveland,04/01/1989,
"118008",1314557.00000000000,Zion Hill,Populated Place,TN,"47",McMinn,"107",35.39812920000,-84.52104160000,"254","833",Athens,05/19/1980,
"110345",1272049.00000000000,Tallassee,Populated Place,TN,"47",Blount,"009",35.54674880000,-84.05990740000,"253","830",Tallassee,05/19/1980,
"111602",1283837.00000000000,Erie,Populated Place,TN,"47",Loudon,"105",35.64757350000,-84.57465640000,"282","925",Pattie Gap,05/19/1980,
"117676",1309198.00000000000,Sirenburg (historical),Populated Place,TN,"47",Greene,"059",36.01926750000,-82.97876220000,"447","1467",Cedar Creek,05/01/1989,
"147554",1652468.00000000000,Sunbright,Populated Place,TN,"47",Morgan,"129",36.24340930000,-84.66994420000,"399","1309",Pilot Mountain,05/19/1980,05/12/2008
"112005",1275913.00000000000,Arthur,Populated Place,TN,"47",Claiborne,"025",36.54813720000,-83.67074650000,"376","1234",Middlesboro South,05/19/1980,
"149546",1647536.00000000000,Union,Populated Place,TN,"47",Union,"173",36.34869140000,-83.77018950000,"341","1119",Maynardville,11/01/1989,
"114759",1313549.00000000000,Oak Grove,Populated Place,TN,"47",Shelby,"157",35.20453290000,-89.81480710000,"85","279",Ellendale,04/01/1990,
"114427",1294151.00000000000,Molino,Populated Place,TN,"47",Lincoln,"103",35.10730500000,-86.67471980000,"207","679",Taft,05/19/1980,
"112930",1286646.00000000000,Hamillville,Populated Place,TN,"47",Hamilton,"065",35.12451600000,-85.23273470000,"204","669",East Chattanooga,05/19/1980,
"114922",1295606.00000000000,New Middleton,Populated Place,TN,"47",Smith,"159",36.17477780000,-86.00582200000,"172","564",New Middleton,05/19/1980,
"124005",1311725.00000000000,Westview,Populated Place,TN,"47",Hamblen,"063",36.20842480000,-83.34378270000,"429","1407",Morristown,10/01/1989,
"112337",1284920.00000000000,Friends Station,Populated Place,TN,"47",Jefferson,"089",36.09480960000,-83.57906450000,"300","984",New Market,05/19/1980,
"184932",2555215.00000000000,White Pine Mobile Home Park,Populated Place,TN,"47",Jefferson,"089",36.10111110000,-83.28250000000,"339","1112",White Pine,05/04/2009,
"111934",1288287.00000000000,Hopewell,Populated Place,TN,"47",Davidson,"037",36.22477650000,-86.62582930000,"143","469",Nashville East,05/19/1980,
"114095",1297944.00000000000,Pleasant View,Populated Place,TN,"47",Cheatham,"021",36.39421640000,-87.03666850000,"211","692",Pleasant View,05/19/1980,05/12/2008
"128985",1313190.00000000000,Yearwood Addition,Populated Place,TN,"47",Rutherford,"149",35.84867690000,-86.34693660000,"188","617",Dillton,03/01/1990,
"125997",1315814.00000000000,Riverview,Populated Place,TN,"47",Van Buren,"175",35.69034570000,-85.57803260000,"262","860",Welchland,05/19/1980,
"116250",1314452.00000000000,Vandever,Populated Place,TN,"47",Cumberland,"035",35.83090110000,-85.09190310000,"599","1965",Vandever,05/19/1980,
"111673",1274875.00000000000,Wingo,Populated Place,TN,"47",Carroll,"017",36.05228550000,-88.58477770000,"112","367",Trezevant East,05/19/1980,
"127989",1313027.00000000000,Briarwood,Populated Place,TN,"47",Rutherford,"149",35.90839780000,-86.30832500000,"185","607",Lascassas,03/01/1990,
"120664",1310954.00000000000,Melrose,Populated Place,TN,"47",Putnam,"141",36.17783860000,-85.52692060000,"331","1086",Cookeville West,09/01/1989,
"118363",1309421.00000000000,Howard (historical),Populated Place,TN,"47",Lewis,"101",35.45340850000,-87.60446490000,"213","699",Riverside,05/01/1989,
"150233",1647921.00000000000,Cisco Indian Village (historical),Populated Place,TN,"47",Madison,"113",35.49590870000,-88.68199820000,"133","436",Henderson,08/01/1990,
"148364",1647075.00000000000,Beauty Hill,Populated Place,TN,"47",McNairy,"109",35.26230340000,-88.54171260000,"186","610",Mount Peter,06/01/1989,
"111650",1274410.00000000000,Whitehead,Populated Place,TN,"47",Marshall,"117",35.48007300000,-86.78888860000,"225","738",Lewisburg,05/19/1980,
"116064",1307821.00000000000,Hooper Acres,Populated Place,TN,"47",Bradley,"011",35.24035070000,-84.84494420000,"244","801",East Cleveland,04/01/1989,
"147700",1643617.00000000000,Prospect Hill (historical),Populated Place,TN,"47",Cannon,"015",35.80284590000,-86.03526720000,"237","778",Woodbury,06/01/1989,
"114404",1293886.00000000000,Mill Point,Populated Place,TN,"47",Sullivan,"163",36.57760270000,-82.36014200000,"487","1598",Blountville,05/19/1980,
"116605",1327669.00000000000,Blue Ridge,Populated Place,TN,"47",Sullivan,"163",36.55427150000,-82.21846740000,"491","1611",Bristol,05/19/1980,
"116728",1329056.00000000000,Old Patty,Populated Place,TN,"47",Polk,"139",35.24562870000,-84.61493440000,"226","741",Oswald Dome,05/19/1980,
"116937",1308297.00000000000,Halfway Town (historical),Populated Place,TN,"47",Monroe,"123",35.53674820000,-84.08463080000,"261","856",Tallassee,05/01/1989,
"114281",1279826.00000000000,Cartertown,Populated Place,TN,"47",Sevier,"155",35.73731470000,-83.48488500000,"473","1552",Mount Le Conte,05/19/1980,
"115609",1307467.00000000000,High Health (historical),Populated Place,TN,"47",Johnson,"091",36.36122930000,-82.00817640000,"615","2018",Watauga Dam,04/01/1989,
"118031",1314585.00000000000,Anglers Cove,Populated Place,TN,"47",Roane,"145",35.82035210000,-84.53187820000,"232","761",Bacon Gap,05/19/1980,
"149569",1647615.00000000000,Shady Grove,Populated Place,TN,"47",Knox,"093",35.82174570000,-84.17908200000,"268","879",Concord,12/01/1989,
"117699",1309296.00000000000,Meadowlark,Populated Place,TN,"47",Greene,"059",36.16537920000,-82.85737570000,"441","1447",Greeneville,05/01/1989,
"148241",1640403.00000000000,Oakland Village,Populated Place,TN,"47",Washington,"179",36.34677240000,-82.35958430000,"504","1654",Johnson City,08/01/1991,
"110322",1271758.00000000000,Sullivan Gardens,Populated Place,TN,"47",Sullivan,"163",36.47787880000,-82.59320790000,"384","1260",Sullivan Gardens,05/19/1980,08/29/2019
"112744",1290998.00000000000,Legate,Populated Place,TN,"47",Stewart,"161",36.55449400000,-87.69862870000,"206","676",Indian Mound,05/19/1980,
"127966",1312978.00000000000,Bird Crossroad,Populated Place,TN,"47",Sevier,"155",35.91398230000,-83.36349580000,"350","1148",Chestnut Hill,02/01/1990,
"117601",1304108.00000000000,Timbercrest,Populated Place,TN,"47",Knox,"093",35.95258120000,-84.01213180000,"288","945",Bearden,05/19/1980,
"111982",1275634.00000000000,Alpine,Populated Place,TN,"47",Overton,"133",36.39478650000,-85.21690650000,"278","912",Alpine,05/19/1980,
"112080",1283992.00000000000,Fairview,Populated Place,TN,"47",Clay,"027",36.54867430000,-85.31162940000,"305","1001",Dale Hollow Reservoir SE,05/19/1980,
"112953",1287002.00000000000,Harrison Bluff,Populated Place,TN,"47",Hamilton,"065",35.14784950000,-85.15801040000,"211","692",Daisy,05/19/1980,
"116396",1307984.00000000000,Iris Acres,Populated Place,TN,"47",Blount,"009",35.77508240000,-83.99129390000,"265","869",Maryville,05/01/1989,
"125642",1315766.00000000000,Poplins Crossroads,Populated Place,TN,"47",Bedford,"003",35.58007010000,-86.58416190000,"222","728",Unionville,05/19/1980,
"113949",1297292.00000000000,Peytonsville,Populated Place,TN,"47",Williamson,"187",35.81839860000,-86.77944350000,"241","791",Bethesda,05/19/1980,
"122679",1315378.00000000000,Leoni,Populated Place,TN,"47",Cannon,"015",35.77451360000,-85.98304400000,"349","1145",Short Mountain,05/19/1980,
"114736",1313505.00000000000,Wilkerson (historical),Populated Place,TN,"47",Davidson,"037",36.08117050000,-86.68277500000,"154","505",Antioch,03/01/1990,
"120687",1315076.00000000000,Frankfort,Populated Place,TN,"47",Morgan,"129",36.10257210000,-84.80355830000,"448","1470",Hebbertsburg,05/19/1980,
"148696",1647359.00000000000,Oakland,Populated Place,TN,"47",Grainger,"057",36.17786620000,-83.49156490000,"349","1145",Talbott,08/01/1989,
"124786",1315616.00000000000,Oak Grove,Populated Place,TN,"47",Chester,"023",35.40285540000,-88.58171650000,"130","427",Jacks Creek,05/19/1980,
"118881",1310075.00000000000,Pine Hill,Populated Place,TN,"47",Marion,"115",35.24451900000,-85.55607820000,"512","1680",Whitwell,07/01/1989,
"116373",1307912.00000000000,Wilson Heights,Populated Place,TN,"47",Bradley,"011",35.25368420000,-84.78883080000,"237","778",Charleston,04/01/1989,
"115964",1314378.00000000000,Tarlton,Populated Place,TN,"47",Grundy,"061",35.49312600000,-85.65303140000,"281","922",Altamont,05/19/1980,
"119622",1310568.00000000000,Akins Chapel,Populated Place,TN,"47",Decatur,"039",35.78895390000,-88.08670240000,"133","436",Sugar Tree,08/01/1989,
"110723",1280244.00000000000,Chantay Acres,Populated Place,TN,"47",Maury,"119",35.64062660000,-87.02194930000,"191","627",Godwin,05/19/1980,
"116628",1327930.00000000000,Clearbranch,Populated Place,TN,"47",Unicoi,"171",36.05427420000,-82.51625080000,"677","2221",Flag Pond,05/19/1980,
"114636",1294493.00000000000,Moss,Populated Place,TN,"47",Clay,"027",36.58922600000,-85.61691660000,"339","1112",Celina,05/19/1980,
"113972",1297628.00000000000,Piney Flats,Populated Place,TN,"47",Sullivan,"163",36.41954910000,-82.30402620000,"478","1568",Bluff City,05/19/1980,
"148596",1640477.00000000000,Big Creek (historical),Populated Place,TN,"47",Sullivan,"163",36.51761050000,-82.08068250000,"523","1716",Holston Valley,08/01/1991,
"122207",1311486.00000000000,Dale Terrace,Populated Place,TN,"47",Montgomery,"125",36.56671470000,-87.38334220000,"169","554",New Providence,11/01/1989,
"112715",1290559.00000000000,Lamont,Populated Place,TN,"47",Robertson,"147",36.62421020000,-86.75721900000,"206","676",Youngville,05/19/1980,03/20/2020
"120286",1310844.00000000000,Saint Truitt,Populated Place,TN,"47",Lawrence,"099",35.02452690000,-87.37113100000,"265","869",Bonnertown,09/01/1989,
"124792",1315622.00000000000,Oak Grove,Populated Place,TN,"47",Union,"173",36.35341320000,-83.81880230000,"360","1181",Maynardville,05/19/1980,
"114381",1293699.00000000000,Middle Settlement,Populated Place,TN,"47",Blount,"009",35.79730340000,-84.05518640000,"263","863",Louisville,05/19/1980,
"148341",1646966.00000000000,Old Chilhowee,Populated Place,TN,"47",Blount,"009",35.78286470000,-83.76711810000,"298","978",Wildwood,05/01/1989,
"112051",1289423.00000000000,Jewell,Populated Place,TN,"47",Weakley,"183",36.33617170000,-88.60644150000,"130","427",Como,05/19/1980,
"115045",1300427.00000000000,Saint Clair,Populated Place,TN,"47",Hawkins,"073",36.33065030000,-83.08710990000,"358","1175",Bulls Gap,05/19/1980,
"148270",1640453.00000000000,Washington Heights,Populated Place,TN,"47",Washington,"179",36.30566140000,-82.42486520000,"566","1857",Jonesborough,08/01/1991,
"125450",1312292.00000000000,Highland View,Populated Place,TN,"47",Knox,"093",36.10313590000,-83.97074490000,"362","1188",Fountain City,12/01/1989,
"115638",1307730.00000000000,Panther (historical),Populated Place,TN,"47",Anderson,"001",36.12646830000,-84.03463720000,"286","938",Norris,04/01/1989,
"127371",1312849.00000000000,Indian Lake Farms,Populated Place,TN,"47",Wilson,"189",36.24172010000,-86.56249510000,"148","486",Hermitage,03/01/1990,
"122794",1311550.00000000000,Royalty Acres,Populated Place,TN,"47",Montgomery,"125",36.50699260000,-87.24722830000,"171","561",Sango,11/01/1989,
"122201",1311478.00000000000,Colonial Court,Populated Place,TN,"47",Montgomery,"125",36.50921520000,-87.31500760000,"155","509",Clarksville,11/01/1989,
"110800",1281568.00000000000,Cravenstown,Populated Place,TN,"47",Overton,"133",36.30506600000,-85.12773780000,"562","1844",Crawford,05/19/1980,
"117553",1303764.00000000000,Spring Hill,Populated Place,TN,"47",Maury,"119",35.75117900000,-86.93000230000,"229","751",Spring Hill,05/19/1980,05/12/2008
"115300",1313980.00000000000,Keltonburg,Populated Place,TN,"47",DeKalb,"041",35.87617690000,-85.74720510000,"290","951",Sligo Bridge,05/19/1980,
"127709",1312936.00000000000,Hallbrook,Populated Place,TN,"47",Williamson,"187",35.99867300000,-86.78416630000,"218","715",Franklin,02/01/1990,
"113379",1287489.00000000000,Hermitage Hills,Populated Place,TN,"47",Davidson,"037",36.20144410000,-86.63305170000,"152","499",Nashville East,05/19/1980,
"122130",1315308.00000000000,Jonesville,Populated Place,TN,"47",Fentress,"049",36.18340310000,-84.93717530000,"522","1713",Jones Knob,05/19/1980,
"125456",1312331.00000000000,Kensington,Populated Place,TN,"47",Knox,"093",35.88480310000,-84.05602140000,"292","958",Bearden,12/01/1989,
"110700",1280027.00000000000,Cedar Grove,Populated Place,TN,"47",Henderson,"077",35.48201840000,-88.26781640000,"148","486",Sardis,05/19/1980,
"115987",1314403.00000000000,Thurman,Populated Place,TN,"47",Decatur,"039",35.42535310000,-88.19864690000,"155","509",Thurman,05/19/1980,
"114358",1293437.00000000000,McNairy,Populated Place,TN,"47",McNairy,"109",35.31202460000,-88.62727220000,"138","453",Masseyville,05/19/1980,
"111487",1270733.00000000000,Smyrna,Populated Place,TN,"47",Warren,"177",35.63284840000,-85.71386830000,"300","984",Cardwell Mountain,05/19/1980,
"113356",1292397.00000000000,Macedonia,Populated Place,TN,"47",Carroll,"017",36.12783870000,-88.43754970000,"165","541",Henry,05/19/1980,
"129340",1313319.00000000000,Fewville (historical),Populated Place,TN,"47",Dickson,"043",36.00645130000,-87.51890540000,"191","627",Tennessee City,02/01/1990,
"148619",1640541.00000000000,Rock Hill Park,Populated Place,TN,"47",Sullivan,"163",36.57315940000,-82.24430220000,"507","1663",Bristol,08/01/1991,
"111702",1275443.00000000000,Acton,Populated Place,TN,"47",McNairy,"109",35.00814190000,-88.45948990000,"142","466",Michie,05/19/1980,
"127348",1312806.00000000000,Yorktown Woods,Populated Place,TN,"47",Hamilton,"065",35.03840780000,-85.10550710000,"286","938",Ooltewah,02/01/1990,
"126684",1312714.00000000000,Irwin Hills,Populated Place,TN,"47",Hamilton,"065",34.99146420000,-85.14161880000,"224","735",East Ridge,02/01/1990,
"147291",1640953.00000000000,Tellico Beach,Populated Place,TN,"47",Monroe,"123",35.35507770000,-84.26686360000,"273","896",Tellico Plains,11/01/1991,
"148318",1646886.00000000000,Squawberry,Populated Place,TN,"47",Carter,"019",36.13067620000,-82.06928770000,"1065","3494",White Rocks Mountain,08/01/1991,
"116325",1327001.00000000000,Shouns,Populated Place,TN,"47",Johnson,"091",36.44539800000,-81.79955950000,"703","2306",Mountain City,05/19/1980,
"112028",1289076.00000000000,Isham,Populated Place,TN,"47",Scott,"151",36.59757910000,-84.43882630000,"413","1355",Winfield,05/19/1980,
"112692",1290483.00000000000,Lake Drive,Populated Place,TN,"47",Lake,"095",36.36312120000,-89.43368500000,"89","292",Ridgely,05/19/1980,01/30/2020
"115323",1314155.00000000000,Sequatchie,Populated Place,TN,"47",Marion,"115",35.11563260000,-85.59357810000,"200","656",Sequatchie,05/19/1980,07/28/2011
"122153",1315334.00000000000,Kiser,Populated Place,TN,"47",Blount,"009",35.74119020000,-84.16658010000,"254","833",Meadow,05/19/1980,
"118317",1314650.00000000000,Beech Grove,Populated Place,TN,"47",Hawkins,"073",36.29204140000,-83.00905040000,"356","1168",Bulls Gap,05/19/1980,
"113030",1277393.00000000000,Big Spring,Populated Place,TN,"47",Carter,"019",36.31705200000,-82.24263380000,"482","1581",Elizabethton,05/19/1980,
"116651",1328143.00000000000,Emmett,Populated Place,TN,"47",Sullivan,"163",36.53122010000,-82.11401770000,"464","1522",Holston Valley,05/19/1980,
"118864",1309769.00000000000,Boiling (historical),Populated Place,TN,"47",Fentress,"049",36.29035020000,-84.84105970000,"445","1460",Burrville,07/01/1989,
"119645",1314873.00000000000,Combs,Populated Place,TN,"47",Claiborne,"025",36.50119140000,-83.68935740000,"316","1037",Middlesboro South,05/19/1980,
"113694",1292685.00000000000,Marion,Populated Place,TN,"47",Claiborne,"025",36.54035790000,-83.92714400000,"362","1188",Eagan,05/19/1980,
"114659",1294940.00000000000,Mountain View,Populated Place,TN,"47",Scott,"151",36.38202170000,-84.58577350000,"454","1489",Oneida South,05/19/1980,
"112366",1285275.00000000000,Gennett Camp,Populated Place,TN,"47",Campbell,"013",36.23424580000,-84.29131870000,"416","1365",Duncan Flats,05/19/1980,
"112815",1286260.00000000000,Griffen,Populated Place,TN,"47",Fayette,"047",35.27619720000,-89.50035350000,"97","318",Gallaway,05/19/1980,
"124809",1315639.00000000000,Obey City,Populated Place,TN,"47",Overton,"133",36.17367660000,-85.16801970000,"505","1657",Obey City,05/19/1980,
"120309",1310888.00000000000,Colonial Estates,Populated Place,TN,"47",Putnam,"141",36.11811730000,-85.55414420000,"325","1066",Burgess Falls,09/01/1989,
"125473",1312377.00000000000,Shadow Wood,Populated Place,TN,"47",Knox,"093",36.01174730000,-84.03963430000,"310","1017",Powell,12/01/1989,
"125479",1312384.00000000000,Ten Mile,Populated Place,TN,"47",Knox,"093",35.91341380000,-84.07963420000,"270","886",Bearden,12/01/1989,
"126020",1315841.00000000000,Rosedale,Populated Place,TN,"47",Anderson,"001",36.17202300000,-84.34881970000,"419","1375",Duncan Flats,05/19/1980,
"122817",1311573.00000000000,Wingate West,Populated Place,TN,"47",Montgomery,"125",36.53949230000,-87.30667390000,"134","440",Clarksville,11/01/1989,
"115592",1301247.00000000000,Sharondale,Populated Place,TN,"47",Coffee,"031",35.35952340000,-86.24443520000,"330","1083",Tullahoma,05/19/1980,
"114928",1295633.00000000000,New Salem,Populated Place,TN,"47",Hamilton,"065",35.24034750000,-85.15301150000,"258","846",Daisy,05/19/1980,
"118912",1310331.00000000000,Dawn (historical),Populated Place,TN,"47",Coffee,"031",35.52229770000,-85.95915190000,"336","1102",Morrison,07/01/1989,
"119994",1310809.00000000000,Farmville (historical),Populated Place,TN,"47",Henderson,"077",35.80978730000,-88.30560030000,"164","538",Yuma,08/01/1989,
"114682",1299794.00000000000,Rock Springs,Populated Place,TN,"47",Henderson,"077",35.79784370000,-88.44588300000,"159","522",Clarksburg,05/19/1980,
"111510",1271064.00000000000,Spring Creek,Populated Place,TN,"47",Perry,"135",35.65423500000,-87.99003060000,"125","410",Pine View,05/19/1980,
"116674",1328386.00000000000,Harbuck,Populated Place,TN,"47",Polk,"139",35.09230060000,-84.37186780000,"504","1654",Isabella,05/19/1980,
